mae,rmse,r2,mape,modelo,protocolo,fold,n,top1,top1_sempre_campeao
0.11513965175072874,0.15181921969580076,-0.0899619943819876,1.9520640561811005,ols_(fracao)_(sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.1155262915011474,0.1524743969803584,-0.09938977610057487,1.7849573611630392,ols_(fracao)_(status_sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11507848694584655,0.1504652207280336,-0.0706070480499279,2.1138302875882484,ols_(peso_consumo)_(modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11414259954326869,0.14966574438678812,-0.0592602254232113,1.8087041495982044,ols_(peso_consumo)_(status_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11448914566662978,0.15111555535980373,-0.07988171623946938,1.911929319621437,ols_(peso_consumo)_(sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11305016605546513,0.15099741068816494,-0.07819383708642835,1.9079634852771215,spl_(peso_consumo)_(sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11549965744572815,0.1525026560146715,-0.09979732744042802,1.7494879304783721,ols_(peso_consumo)_(status_sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11563719025352957,0.1510867538865634,-0.07947012101541318,2.153076504954857,ols_(peso_fracao)_(modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11499799309329832,0.1507479305757595,-0.07463396535651179,1.8609573782129003,ols_(peso_fracao)_(status_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11501147849570759,0.15171281018235866,-0.08843462940225,1.942502528746266,ols_(peso_fracao)_(sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11601219652072754,0.15304230144982875,-0.10759457769968961,1.7851069320060993,ols_(peso_fracao)_(status_sexo_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11539174621845298,0.15086340258193215,-0.07628092217451221,2.137734780962379,ols_(consumo_fracao)_(modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
0.11484476145030678,0.15068175411299245,-0.07369067061380408,1.8574961260163034,ols_(consumo_fracao)_(status_modelo),GroupKFold,gkf3,225,0.13333333333333333,0.13333333333333333
